streaming_log,mos,individual_scores,abr,content,encoding_profile,device,trace
0658.csv,67.228,[73 60 84 61 99 40 65 87 47 85 41 74 43 59 75 91 71 49 76 61 82 18 80 40 86 82 72 63 77],FastMPC,sports,H264,phone,1
0659.csv,71.513,[70 92 66 90 90 50 37 83 76 80 87 85 43 56 43 88 82 61 72 68 87 39 90 50 85 82 68 77 81],FastMPC,sports,H264,phone,2
0660.csv,49.258,[56 40 63 64 92 38 24 74 42 70 65 65 30 50 20 82 63 36 46 31 72 25 50 10 77 50 31 75 61],FastMPC,sports,H264,phone,3
0661.csv,60.691,[71 76 64 77 90 39 50 80 45 90 50 60 33 66 60 90 60 44 68 60 37 31 80 12 71 70 41 62 90],FastMPC,sports,H264,phone,4
0662.csv,83.466,[87 100 96 81 100 100 61 90 83 100 82 77 85 93 86 100 85 88 91 78 94 89 32 89 83 68 80 72 69],FastMPC,sports,H264,phone,5
0663.csv,74.951,[70 90 83 84 99 68 60 87 57 100 91 93 34 74 81 94 87 84 70 57 98 29 50 30 81 64 68 72 76],FastMPC,sports,H264,phone,6
0664.csv,57.359,[28 81 68 91 100 61 50 63 50 55 56 31 45 56 72 75 83 67 59 63 65 30 73 76 33 16 59 55 50],FastMPC,sports,H264,phone,7
0665.csv,76.263,[50 100 89 65 100 59 50 78 71 89 75 72 86 81 43 94 81 98 83 75 32 32 80 100 93 68 75 67 80],FastMPC,sports,H264,phone,8
0666.csv,35.910,[42 37 28 50 85 24 29 50 36 80 44 36 10 32 32 85 53 19 23 45 42 25 80 28 63 60 29 32 36],FastMPC,sports,H264,phone,9
0667.csv,76.627,[90 81 36 87 95 94 78 82 80 85 44 89 74 98 50 57 64 60 75 83 89 89 71 88 25 90 85 71 75 73 50],FastMPC,sports,H264,uhdtv,1
0668.csv,83.938,[86 83 50 87 86 86 70 84 80 85 85 86 72 93 78 57 87 74 86 97 90 63 87 91 85 100 60 81 95 95 90],FastMPC,sports,H264,uhdtv,2
0669.csv,64.423,[80 79 8 71 80 69 30 58 70 44 39 59 35 50 71 59 60 65 74 77 93 63 61 40 70 68 81 89 85 85 60],FastMPC,sports,H264,uhdtv,3
0670.csv,71.687,[85 80 50 82 40 87 60 73 70 80 65 89 73 92 72 69 73 57 74 91 81 71 68 82 72 75 34 70 75 84 80],FastMPC,sports,H264,uhdtv,4
0671.csv,91.526,[91 88 100 86 92 100 100 99 100 84 73 95 83 91 96 82 100 100 85 100 95 80 100 100 80 80 72 68 95 100 95],FastMPC,sports,H264,uhdtv,5
0672.csv,62.557,[78 60 2 79 67 75 55 43 60 68 68 71 74 69 85 56 30 40 65 28 80 63 96 50 60 90 34 64 80 81 50],FastMPC,sports,H264,uhdtv,6
0673.csv,58.718,[40 65 30 61 30 31 87 69 80 40 50 45 85 73 64 55 62 50 44 73 78 70 91 80 64 85 41 12 45 74 50],FastMPC,sports,H264,uhdtv,7
0674.csv,71.215,[87 65 100 84 65 71 80 84 85 65 78 86 65 50 76 60 86 60 63 50 82 57 89 71 57 89 61 72 80 75 80],FastMPC,sports,H264,uhdtv,8
0675.csv,45.450,[67 64 16 41 35 23 50 27 40 10 40 75 27 82 21 52 34 41 34 67 68 50 62 65 68 60 65 70 50 62 20],FastMPC,sports,H264,uhdtv,9
0676.csv,74.379,[85 83 84 92 64 69 58 74 74 40 94 90 70 70 64 42 90 70 72 54 90 60 92 67 69 70 70 72 93 80 70 61],FastMPC,document,HEVC,hdtv,1
0677.csv,70.274,[70 35 85 51 95 74 63 24 22 67 82 77 75 90 60 81 74 85 83 92 55 60 85 50 80 33 83 63 95 36 57 86],FastMPC,document,HEVC,hdtv,2
0678.csv,54.603,[43 55 73 25 61 67 50 1 28 25 61 74 61 90 35 62 19 70 50 92 40 15 69 38 80 15 78 69 91 50 59 80],FastMPC,document,HEVC,hdtv,3
0679.csv,74.947,[90 69 50 47 90 83 76 15 61 80 72 71 80 100 70 62 88 90 81 95 69 60 90 85 80 76 84 70 99 50 69 97],FastMPC,document,HEVC,hdtv,4
0680.csv,79.403,[95 85 85 64 98 81 87 29 99 72 85 86 50 65 72 75 99 80 82 69 65 75 89 72 90 34 88 55 96 69 71 97],FastMPC,document,HEVC,hdtv,5
0681.csv,79.215,[95 99 80 87 81 80 62 39 83 66 66 83 50 75 67 85 98 70 92 78 84 70 93 77 95 64 80 81 95 68 64 97],FastMPC,document,HEVC,hdtv,6
0682.csv,23.564,[20 34 30 50 16 30 10 1 10 14 10 12 50 60 35 11 1 25 29 6 34 70 36 56 8 40 12 32 48 29 32 31],FastMPC,document,HEVC,hdtv,7
0683.csv,25.224,[20 27 27 74 50 12 35 1 33 78 25 27 39 75 16 16 7 35 17 34 39 15 31 37 13 39 13 26 40 29 42 50],FastMPC,document,HEVC,hdtv,8
0684.csv,18.821,[15 35 16 47 4 42 22 1 5 41 22 1 30 35 15 36 2 5 38 30 29 15 8 1 1 27 45 27 40 69 25 24],FastMPC,document,HEVC,hdtv,9
0685.csv,77.356,[85 80 85 71 100 66 76 75 67 86 64 55 68 92 84 80 84 88 67 66 93 97 83 83 71 73 64 66 83],FastMPC,document,HEVC,phone,1
0686.csv,58.082,[76 76 40 50 75 29 59 68 38 75 83 67 33 46 25 85 75 47 56 68 73 18 50 13 84 36 70 66 71],FastMPC,document,HEVC,phone,2
0687.csv,47.513,[65 50 35 50 67 1 30 68 40 85 67 24 29 16 34 70 70 16 45 60 71 50 50 25 85 24 21 60 46],FastMPC,document,HEVC,phone,3
0688.csv,67.522,[70 94 83 62 96 50 39 95 73 50 88 56 54 56 70 85 75 91 68 85 82 59 50 50 62 66 60 44 76],FastMPC,document,HEVC,phone,4
0689.csv,76.162,[84 85 91 75 86 32 81 86 46 90 71 61 83 92 100 91 84 69 67 73 84 56 89 74 83 60 76 69 73],FastMPC,document,HEVC,phone,5
0690.csv,73.257,[61 78 84 92 87 85 64 88 67 83 85 74 57 71 75 91 73 65 80 77 92 82 73 72 100 67 67 60 67],FastMPC,document,HEVC,phone,6
0691.csv,28.930,[1 50 10 50 87 1 50 14 19 35 37 17 38 7 39 12 27 74 1 50 17 20 11 82 26 30 34 26 61],FastMPC,document,HEVC,phone,7
0692.csv,37.748,[1 50 21 50 85 56 38 1 34 50 34 20 21 20 32 65 37 86 25 85 14 14 5 41 40 34 40 43 72],FastMPC,document,HEVC,phone,8
0693.csv,19.747,[1 4 1 50 45 1 24 1 36 50 22 6 29 4 12 9 50 19 6 49 26 20 50 2 11 7 13 33 50],FastMPC,document,HEVC,phone,9
0694.csv,82.618,[80 77 87 80 85 96 94 97 90 35 88 86 79 87 76 75 94 100 76 100 88 70 100 81 35 90 84 78 75 96 93],FastMPC,document,HEVC,uhdtv,1
0695.csv,74.428,[76 89 73 81 25 84 51 66 35 65 72 82 68 80 71 30 74 50 93 80 67 61 87 69 84 75 80 94 85 85 65],FastMPC,document,HEVC,uhdtv,2
0696.csv,57.488,[70 83 8 70 79 75 50 18 40 29 83 30 70 61 63 21 50 24 70 23 81 65 93 40 75 76 69 65 60 83 50],FastMPC,document,HEVC,uhdtv,3
0697.csv,80.633,[94 82 39 90 80 89 70 67 40 85 88 87 68 92 67 59 91 84 70 89 78 60 100 91 82 90 72 70 95 85 80],FastMPC,document,HEVC,uhdtv,4
0698.csv,78.711,[80 85 1 83 90 91 85 79 85 90 70 87 85 80 63 47 66 61 84 87 94 71 93 90 73 90 78 86 85 95 95],FastMPC,document,HEVC,uhdtv,5
0699.csv,83.401,[90 88 27 89 78 97 90 77 90 85 85 91 82 90 90 46 100 90 88 98 82 85 85 82 62 87 83 78 95 97 85],FastMPC,document,HEVC,uhdtv,6
0700.csv,25.827,[11 60 1 12 2 5 50 37 40 1 11 15 24 64 39 15 12 10 73 34 73 74 23 1 6 11 31 50 15 56 50],FastMPC,document,HEVC,uhdtv,7
0701.csv,29.194,[60 50 1 10 3 29 35 35 60 16 18 20 20 61 65 36 37 30 42 26 44 64 75 4 11 23 38 17 30 54 40],FastMPC,document,HEVC,uhdtv,8
0702.csv,16.459,[13 50 1 41 5 51 1 1 20 1 1 11 3 12 20 23 1 6 11 1 57 36 88 1 10 60 62 3 25 59 10],FastMPC,document,HEVC,uhdtv,9
0703.csv,65.163,[40 86 75 73 50 70 76 18 49 75 83 71 81 80 65 59 60 70 97 76 64 60 56 37 56 34 68 39 92 64 50 89],FastMPC,game,HEVC,hdtv,1
0704.csv,57.080,[70 1 90 46 50 44 41 13 21 39 78 61 41 80 40 65 85 80 50 63 40 40 60 76 78 7 62 80 94 68 44 94],FastMPC,game,HEVC,hdtv,2
0705.csv,46.290,[70 27 72 42 16 15 43 5 31 13 58 50 100 80 30 39 38 40 90 63 33 20 40 13 78 5 76 65 90 16 73 88],FastMPC,game,HEVC,hdtv,3
0706.csv,65.732,[100 100 65 50 53 69 73 1 50 33 78 43 66 75 44 57 90 55 93 89 46 70 60 82 85 23 76 81 95 40 50 73],FastMPC,game,HEVC,hdtv,4
0707.csv,74.644,[95 61 89 69 98 84 52 30 70 59 69 68 60 75 70 68 94 50 87 75 83 75 87 73 85 37 94 64 94 66 43 97],FastMPC,game,HEVC,hdtv,5
0708.csv,72.429,[90 50 66 80 67 85 79 12 50 78 86 90 61 75 65 80 93 90 91 79 42 65 80 88 85 72 81 65 97 50 50 94],FastMPC,game,HEVC,hdtv,6
0709.csv,34.567,[41 32 81 74 9 35 12 1 50 41 26 61 62 60 50 14 1 60 24 46 66 20 1 33 10 37 10 67 40 1 44 63],FastMPC,game,HEVC,hdtv,7
0710.csv,39.852,[70 68 1 79 5 68 18 1 74 50 20 38 65 60 40 35 10 35 42 90 61 20 7 36 35 36 34 17 68 50 44 60],FastMPC,game,HEVC,hdtv,8
0711.csv,18.701,[10 1 68 17 50 13 22 18 10 38 1 1 45 60 10 15 2 20 50 25 35 5 1 32 1 7 30 8 70 23 37 50],FastMPC,game,HEVC,hdtv,9
0712.csv,72.757,[70 68 86 74 100 50 75 79 49 65 70 85 60 65 75 92 83 77 65 64 91 76 86 77 76 42 67 66 84],FastMPC,game,HEVC,phone,1
0713.csv,60.751,[65 69 60 94 79 31 50 64 43 90 85 66 42 41 37 80 74 61 30 71 78 42 77 73 81 65 57 53 69],FastMPC,game,HEVC,phone,2
0714.csv,34.031,[50 37 1 21 83 7 1 46 41 76 70 22 9 8 31 70 49 20 23 46 50 10 71 1 68 22 15 25 49],FastMPC,game,HEVC,phone,3
0715.csv,62.810,[64 80 32 46 89 46 30 80 30 90 60 71 43 61 62 80 78 44 34 72 37 36 66 91 98 67 92 68 83],FastMPC,game,HEVC,phone,4
0716.csv,77.419,[75 84 65 74 95 73 80 80 43 90 90 88 93 76 74 92 84 71 77 72 76 80 78 82 95 35 64 91 82],FastMPC,game,HEVC,phone,5
0717.csv,63.413,[84 56 54 50 84 38 25 80 45 81 75 67 57 68 54 89 68 100 72 50 78 42 67 37 86 74 70 31 72],FastMPC,game,HEVC,phone,6
0718.csv,41.199,[1 50 40 50 97 58 32 20 34 40 45 62 60 20 43 70 18 35 36 41 36 43 50 27 67 60 71 30 78],FastMPC,game,HEVC,phone,7
0719.csv,52.651,[40 50 39 68 78 47 30 45 46 82 40 50 37 16 32 84 35 83 60 60 80 50 68 18 60 44 75 39 86],FastMPC,game,HEVC,phone,8
0720.csv,37.735,[25 4 19 61 89 28 31 16 38 50 66 8 26 10 7 75 45 59 8 63 81 34 67 17 69 32 20 33 71],FastMPC,game,HEVC,phone,9
0721.csv,72.950,[77 81 100 77 70 72 84 74 85 85 79 68 66 64 50 73 65 90 78 72 87 65 76 70 60 70 61 80 70 88 56],FastMPC,game,HEVC,uhdtv,1
0722.csv,66.611,[50 67 17 84 45 75 55 70 70 55 37 87 68 77 91 59 50 42 23 84 84 37 89 70 65 80 75 80 80 61 90],FastMPC,game,HEVC,uhdtv,2
0723.csv,44.537,[72 73 50 73 45 69 25 11 35 70 50 72 40 42 55 36 22 21 2 25 54 57 86 27 41 60 64 50 50 35 15],FastMPC,game,HEVC,uhdtv,3
0724.csv,66.378,[45 70 26 80 60 76 65 61 60 80 50 83 39 79 63 62 44 50 50 90 81 31 100 76 68 95 74 72 75 74 78],FastMPC,game,HEVC,uhdtv,4
0725.csv,77.894,[86 87 14 93 94 94 60 60 80 76 70 93 83 92 80 70 65 50 50 88 88 58 100 76 74 100 40 50 95 95 100],FastMPC,game,HEVC,uhdtv,5
0726.csv,72.871,[75 77 89 86 85 79 70 51 80 63 80 88 77 92 69 63 61 50 20 90 50 57 100 72 73 91 67 73 90 84 89],FastMPC,game,HEVC,uhdtv,6
0727.csv,38.129,[64 60 1 61 21 7 50 20 60 27 14 1 82 31 66 63 50 1 27 73 59 63 34 33 50 68 64 12 20 56 30],FastMPC,game,HEVC,uhdtv,7
0728.csv,30.854,[42 56 13 40 20 42 50 10 80 30 7 67 74 8 4 46 50 10 22 45 61 40 38 5 10 50 50 10 40 47 35],FastMPC,game,HEVC,uhdtv,8
0729.csv,27.097,[20 50 29 43 15 45 40 1 55 35 17 10 14 41 26 56 23 1 23 1 44 62 80 1 15 39 38 21 50 65 25],FastMPC,game,HEVC,uhdtv,9
0730.csv,85.386,[100 70 90 92 63 100 68 100 96 74 93 73 71 90 82 71 100 70 93 100 87 75 86 50 100 35 100 89 91 89 47 96],FastMPC,movie,HEVC,hdtv,1
0731.csv,64.147,[95 82 91 60 86 80 60 8 50 79 66 21 50 65 65 87 70 70 85 78 21 65 63 74 85 1 67 79 95 66 55 65],FastMPC,movie,HEVC,hdtv,2
0732.csv,60.870,[75 50 62 54 75 16 72 1 50 54 53 66 86 70 50 68 50 55 76 93 45 45 75 41 80 22 88 62 95 34 72 82],FastMPC,movie,HEVC,hdtv,3
0733.csv,68.782,[85 89 60 43 43 73 61 14 38 41 18 69 80 65 65 58 97 75 74 85 61 60 85 68 85 11 88 56 94 66 66 89],FastMPC,movie,HEVC,hdtv,4
0734.csv,82.580,[99 67 81 88 94 93 62 95 76 95 80 74 79 85 100 78 100 70 100 77 74 75 100 51 100 15 100 81 92 65 96 96],FastMPC,movie,HEVC,hdtv,5
0735.csv,78.222,[95 89 82 77 50 74 87 30 58 76 75 72 83 85 70 66 85 60 92 73 80 70 93 76 90 90 90 90 98 71 88 90],FastMPC,movie,HEVC,hdtv,6
0736.csv,66.548,[80 27 72 59 50 76 63 28 73 77 63 78 70 80 71 41 77 80 77 63 55 60 67 69 68 72 56 40 92 63 69 60],FastMPC,movie,HEVC,hdtv,7
0737.csv,72.952,[90 74 83 50 90 73 81 22 55 75 69 77 60 60 56 62 96 80 89 74 86 70 70 73 93 46 84 77 98 75 81 83],FastMPC,movie,HEVC,hdtv,8
0738.csv,64.920,[85 32 66 61 96 72 50 12 50 40 81 40 65 75 63 66 61 70 50 65 38 60 84 43 80 9 87 71 90 60 71 97],FastMPC,movie,HEVC,hdtv,9
0739.csv,81.137,[77 93 100 99 94 100 37 87 55 75 63 74 94 66 100 100 83 65 77 35 90 91 90 71 88 67 75 63 93],FastMPC,movie,HEVC,phone,1
0740.csv,58.543,[65 66 50 55 71 28 36 61 40 80 40 62 57 75 60 92 80 73 59 58 80 22 83 47 81 66 37 38 59],FastMPC,movie,HEVC,phone,2
0741.csv,57.012,[80 64 40 50 89 50 32 73 36 85 66 58 29 60 80 82 76 43 77 50 67 28 83 17 78 37 66 72 58],FastMPC,movie,HEVC,phone,3
0742.csv,62.801,[66 61 65 77 91 64 50 78 46 90 56 69 36 50 54 83 80 40 78 45 38 27 79 50 82 62 67 76 50],FastMPC,movie,HEVC,phone,4
0743.csv,82.811,[77 95 92 100 100 80 89 93 73 90 75 75 68 78 100 83 80 71 90 62 90 100 85 74 85 63 77 73 74],FastMPC,movie,HEVC,phone,5
0744.csv,68.185,[71 84 93 89 87 45 40 88 44 95 75 86 57 65 75 89 56 65 77 59 90 78 84 44 73 70 44 67 74],FastMPC,movie,HEVC,phone,6
0745.csv,67.466,[69 59 84 83 88 60 64 63 68 81 50 60 81 43 63 79 86 51 67 31 85 98 88 98 81 60 40 46 63],FastMPC,movie,HEVC,phone,7
0746.csv,67.300,[66 81 80 94 94 34 33 84 41 91 82 81 75 44 68 90 64 79 76 46 86 42 76 66 65 84 42 44 63],FastMPC,movie,HEVC,phone,8
0747.csv,55.402,[67 21 44 58 61 32 28 71 42 80 66 78 55 57 45 85 86 42 67 73 77 41 50 29 82 50 41 36 64],FastMPC,movie,HEVC,phone,9
0748.csv,87.175,[93 89 87 94 69 100 95 100 100 87 67 94 76 93 71 81 100 90 41 98 100 71 91 100 72 79 77 100 85 100 100],FastMPC,movie,HEVC,uhdtv,1
0749.csv,69.697,[80 70 20 85 60 72 58 38 80 70 35 87 64 90 65 50 50 50 85 80 82 69 73 69 81 85 80 92 85 61 85],FastMPC,movie,HEVC,uhdtv,2
0750.csv,65.926,[82 85 47 76 80 83 50 31 70 25 37 80 82 69 79 39 50 50 50 80 84 50 91 65 82 84 67 37 80 74 78],FastMPC,movie,HEVC,uhdtv,3
0751.csv,76.657,[84 90 50 82 80 85 70 100 80 87 73 82 74 81 62 40 91 72 67 83 91 50 72 50 71 90 61 84 90 86 80],FastMPC,movie,HEVC,uhdtv,4
0752.csv,89.127,[91 88 93 89 99 100 92 100 100 91 73 100 85 77 100 84 100 100 81 91 98 83 99 68 70 70 41 99 100 100 100],FastMPC,movie,HEVC,uhdtv,5
0753.csv,81.319,[100 80 100 85 83 90 95 74 85 80 85 95 85 85 75 58 86 80 33 100 81 72 68 75 81 85 72 92 85 90 84],FastMPC,movie,HEVC,uhdtv,6
0754.csv,65.024,[80 64 100 87 40 74 70 65 90 75 65 86 78 67 68 66 50 50 50 79 72 61 91 60 40 31 66 50 75 63 50],FastMPC,movie,HEVC,uhdtv,7
0755.csv,78.378,[89 84 94 82 90 83 95 71 85 90 81 90 87 90 77 62 95 70 73 76 82 64 37 60 65 86 66 81 90 95 60],FastMPC,movie,HEVC,uhdtv,8
0756.csv,67.321,[84 71 50 80 82 80 60 77 70 72 50 83 41 73 74 34 50 40 61 81 82 79 25 46 88 78 75 79 85 78 50],FastMPC,movie,HEVC,uhdtv,9
0757.csv,87.446,[100 70 88 74 83 95 94 100 96 65 93 77 99 65 100 92 100 80 92 75 68 85 100 80 100 100 100 85 100 87 64 95],FastMPC,nature,HEVC,hdtv,1
0758.csv,71.321,[80 78 63 56 92 79 70 1 47 39 61 86 85 80 38 90 87 90 94 80 67 90 85 60 80 50 84 85 92 43 71 92],FastMPC,nature,HEVC,hdtv,2
0759.csv,64.617,[70 72 30 65 88 74 50 25 30 59 72 77 42 50 30 74 89 70 92 89 81 60 64 68 78 10 87 37 88 50 85 91],FastMPC,nature,HEVC,hdtv,3
0760.csv,75.542,[90 74 72 60 88 84 75 32 83 86 41 82 100 75 62 83 98 75 93 88 80 70 64 66 85 28 81 67 95 73 85 92],FastMPC,nature,HEVC,hdtv,4
0761.csv,93.142,[100 100 82 97 92 82 93 100 91 91 91 65 90 70 80 75 100 100 100 100 79 90 95 98 100 93 100 87 100 94 83 96],FastMPC,nature,HEVC,hdtv,5
0762.csv,90.343,[100 100 100 93 73 85 100 90 100 86 60 59 100 80 90 66 100 100 99 82 58 90 100 50 100 89 100 95 99 88 85 92],FastMPC,nature,HEVC,hdtv,6
0763.csv,73.123,[95 85 69 80 78 80 58 85 69 64 59 82 80 75 73 43 78 75 79 46 57 65 85 71 68 88 80 56 87 65 59 70],FastMPC,nature,HEVC,hdtv,7
0764.csv,81.858,[100 89 75 96 72 80 88 100 77 70 71 74 100 70 85 66 99 80 91 91 84 65 100 75 99 25 84 81 99 73 72 95],FastMPC,nature,HEVC,hdtv,8
0765.csv,67.986,[90 72 50 63 96 75 54 1 34 10 65 70 50 65 44 83 73 60 94 81 60 75 72 56 85 6 89 27 94 63 83 75],FastMPC,nature,HEVC,hdtv,9
0766.csv,82.300,[90 96 90 100 100 84 75 100 60 70 80 88 60 83 84 100 83 89 93 69 100 93 88 80 94 66 63 78 87],FastMPC,nature,HEVC,phone,1
0767.csv,57.334,[67 72 45 50 85 40 50 77 40 90 80 75 33 23 20 88 74 65 19 57 69 50 69 30 89 63 24 61 75],FastMPC,nature,HEVC,phone,2
0768.csv,54.999,[32 43 54 81 86 1 65 64 43 87 70 67 16 43 29 72 50 43 39 64 93 30 82 60 74 33 37 56 48],FastMPC,nature,HEVC,phone,3
0769.csv,72.859,[50 81 80 92 83 33 32 82 45 86 77 87 32 64 61 86 72 63 76 65 94 82 85 74 76 81 72 81 41],FastMPC,nature,HEVC,phone,4
0770.csv,85.230,[94 94 100 96 100 71 67 100 72 100 83 93 93 78 98 87 92 70 92 74 78 100 75 65 97 70 82 92 83],FastMPC,nature,HEVC,phone,5
0771.csv,87.184,[98 100 96 63 100 80 100 86 61 99 95 91 91 65 100 100 85 48 83 86 76 88 82 81 93 80 70 89 84],FastMPC,nature,HEVC,phone,6
0772.csv,70.046,[70 82 80 62 90 76 82 78 59 85 59 65 70 50 75 81 81 54 57 50 87 74 91 71 79 60 63 67 67],FastMPC,nature,HEVC,phone,7
0773.csv,84.067,[81 97 97 100 91 85 75 50 68 85 70 84 84 75 78 100 78 88 92 87 84 92 92 58 95 70 45 78 77],FastMPC,nature,HEVC,phone,8
0774.csv,56.579,[50 50 65 77 79 28 50 68 43 79 72 72 36 43 65 82 64 35 63 31 91 38 50 24 74 68 37 60 68],FastMPC,nature,HEVC,phone,9
0775.csv,92.495,[92 94 100 90 85 100 100 91 100 91 96 100 90 89 94 88 90 99 65 87 80 91 87 100 78 100 77 81 100 100 100],FastMPC,nature,HEVC,uhdtv,1
0776.csv,67.836,[80 81 4 85 75 98 65 54 60 65 75 84 65 79 64 60 35 42 70 65 81 63 90 45 72 95 75 84 65 85 70],FastMPC,nature,HEVC,uhdtv,2
0777.csv,65.668,[68 75 6 80 79 83 71 24 60 75 85 71 68 76 59 29 20 50 74 13 86 77 91 27 81 83 73 65 65 89 50],FastMPC,nature,HEVC,uhdtv,3
0778.csv,74.400,[88 79 3 85 77 92 80 80 80 97 90 90 71 78 72 38 81 50 43 100 87 70 89 80 80 90 50 63 90 86 70],FastMPC,nature,HEVC,uhdtv,4
0779.csv,91.989,[99 94 99 90 100 100 98 93 90 99 50 100 95 85 93 78 100 100 94 100 93 57 83 100 90 100 68 100 100 100 100],FastMPC,nature,HEVC,uhdtv,5
0780.csv,93.635,[97 87 100 91 100 100 100 100 100 95 85 100 100 92 95 99 98 100 63 100 99 62 80 100 100 90 64 100 100 100 100],FastMPC,nature,HEVC,uhdtv,6
0781.csv,75.606,[83 70 93 74 70 81 70 68 100 77 33 88 87 30 85 58 100 93 90 83 71 72 43 61 69 91 79 73 75 75 50],FastMPC,nature,HEVC,uhdtv,7
0782.csv,84.868,[92 90 100 75 71 100 90 78 100 94 92 100 83 91 79 60 100 100 63 100 88 65 92 81 60 72 69 77 80 100 96],FastMPC,nature,HEVC,uhdtv,8
0783.csv,66.732,[85 75 1 79 50 76 60 65 70 75 87 80 67 85 68 63 67 40 59 37 68 68 70 65 86 89 69 67 85 86 60],FastMPC,nature,HEVC,uhdtv,9
0784.csv,63.697,[80 25 72 45 91 87 67 15 54 67 67 32 45 60 64 61 69 80 90 73 60 60 67 65 50 7 70 27 97 61 64 91],FastMPC,sports,HEVC,hdtv,1
0785.csv,71.552,[85 71 81 81 96 87 65 1 61 79 77 75 76 70 60 60 68 85 91 85 70 75 50 100 85 9 81 68 90 59 71 94],FastMPC,sports,HEVC,hdtv,2
0786.csv,51.472,[55 36 80 39 50 51 60 8 21 64 13 61 75 50 30 63 41 85 64 89 36 25 80 23 65 13 80 29 88 83 50 91],FastMPC,sports,HEVC,hdtv,3
0787.csv,70.630,[85 72 71 50 97 82 57 28 50 84 74 80 60 75 45 77 89 85 87 92 73 50 83 64 85 6 85 70 93 67 75 87],FastMPC,sports,HEVC,hdtv,4
0788.csv,88.557,[100 85 91 100 98 97 73 86 97 96 100 97 74 65 100 60 98 100 100 100 64 80 96 88 100 86 97 61 99 63 48 99],FastMPC,sports,HEVC,hdtv,5
0789.csv,71.894,[93 55 75 80 92 78 60 22 40 41 80 89 43 75 56 71 92 50 91 74 67 80 81 79 90 21 84 39 92 66 76 87],FastMPC,sports,HEVC,hdtv,6
0790.csv,24.043,[27 22 9 41 16 19 11 14 41 34 14 5 1 60 32 40 1 35 35 17 28 10 9 25 31 19 23 8 75 32 30 79],FastMPC,sports,HEVC,hdtv,7
0791.csv,40.180,[20 11 27 62 54 20 50 66 74 61 19 19 40 65 40 41 2 35 21 23 56 35 11 78 37 41 57 68 67 39 45 57],FastMPC,sports,HEVC,hdtv,8
0792.csv,40.859,[35 66 50 62 62 38 27 14 17 50 17 50 50 65 30 39 50 40 37 40 44 15 34 33 44 12 70 24 74 50 58 68],FastMPC,sports,HEVC,hdtv,9
0793.csv,65.099,[72 80 64 57 87 43 50 69 66 90 65 67 57 60 79 85 69 70 63 41 57 37 79 74 80 73 66 36 61],FastMPC,sports,HEVC,phone,1
0794.csv,64.666,[71 50 60 39 62 50 34 81 45 99 93 80 40 60 39 90 75 60 80 61 93 22 80 50 77 75 62 38 72],FastMPC,sports,HEVC,phone,2
0795.csv,44.406,[28 33 14 50 90 1 1 50 39 75 65 71 33 22 42 73 65 45 40 45 85 14 50 56 60 62 46 60 44],FastMPC,sports,HEVC,phone,3
0796.csv,60.529,[67 50 59 80 81 50 77 79 43 80 80 50 45 50 30 84 62 42 70 37 75 30 87 30 79 73 67 72 71],FastMPC,sports,HEVC,phone,4
0797.csv,84.995,[79 82 98 90 100 70 52 87 78 94 85 87 89 95 100 100 72 90 85 67 92 78 86 96 86 100 58 100 68],FastMPC,sports,HEVC,phone,5
0798.csv,65.939,[71 77 88 72 86 33 50 91 48 90 91 76 45 70 66 91 78 83 79 60 73 38 74 40 67 44 34 67 72],FastMPC,sports,HEVC,phone,6
0799.csv,35.390,[13 50 27 61 89 26 38 9 30 36 75 23 41 25 26 14 64 72 13 32 69 31 69 35 31 27 70 20 34],FastMPC,sports,HEVC,phone,7
0800.csv,56.675,[16 77 68 50 93 77 50 37 38 33 48 74 52 31 57 67 57 83 58 65 78 23 85 74 35 61 36 45 70],FastMPC,sports,HEVC,phone,8
0801.csv,36.790,[29 50 28 67 86 36 35 43 36 90 40 57 42 13 41 63 46 38 45 42 32 19 50 12 40 27 56 57 47],FastMPC,sports,HEVC,phone,9
0802.csv,69.781,[80 82 57 78 15 71 70 75 70 45 64 83 50 92 65 59 61 58 56 84 86 67 91 78 80 81 72 72 80 88 77],FastMPC,sports,HEVC,uhdtv,1
0803.csv,76.772,[84 93 30 60 65 90 65 58 75 80 69 90 63 93 75 56 95 50 72 87 90 66 94 83 71 100 66 100 80 77 79],FastMPC,sports,HEVC,uhdtv,2
0804.csv,45.802,[60 82 1 75 33 77 25 9 55 12 21 50 32 60 72 21 36 30 45 41 80 59 50 36 67 87 38 34 75 72 40],FastMPC,sports,HEVC,uhdtv,3
0805.csv,72.851,[83 86 1 91 75 85 55 60 70 70 83 84 66 81 77 53 60 70 81 91 87 50 81 73 72 81 69 69 90 89 96],FastMPC,sports,HEVC,uhdtv,4
0806.csv,91.067,[100 92 86 94 100 100 95 100 100 75 75 100 78 85 83 78 100 100 100 100 76 88 89 100 70 100 67 65 100 100 100],FastMPC,sports,HEVC,uhdtv,5
0807.csv,76.892,[89 80 1 85 81 100 70 73 80 87 37 95 82 84 80 45 90 97 68 100 90 65 100 66 61 90 66 76 90 87 86],FastMPC,sports,HEVC,uhdtv,6
0808.csv,25.729,[15 42 1 10 30 9 37 19 60 10 13 67 62 80 50 41 21 1 1 23 40 10 22 20 15 50 67 34 40 47 30],FastMPC,sports,HEVC,uhdtv,7
